device_name,hardware_name,system,cpu_count,memory,cuda,mps,python_version,python_compiler,python_implementation,torch_version,device,average_training_time_per_epoch,total_training_time,date
606386391570a84cdd0d0e5868f35b22dba271ba8d7fe65fb31401c08356226d,M3PRO_12Core|M3PRO_18Core,Darwin,12,36.0,False,True,3.12.4,Clang 15.0.0 (clang-1500.3.9.4),CPython,2.3.1,mps,5.451073670387268,54.51073670387268,2024-06-29
606386391570a84cdd0d0e5868f35b22dba271ba8d7fe65fb31401c08356226d,M3PRO_12Core|M3PRO_18Core,Darwin,12,36.0,False,True,3.12.4,Clang 15.0.0 (clang-1500.3.9.4),CPython,2.3.1,cpu,41.768758583068845,417.6875858306885,2024-06-29
b0252a6fd72df6dd21326c31fefcbec55a9b3fe4abcdb02b869990e7124771c6,Ryzen_9_7900X|RTX4090,Linux,24,30.987842559814453,True,False,3.12.4,GCC 14.1.1 20240522,CPython,2.3.1+cu121,cuda,3.264663290977478,32.64663290977478,2024-06-30
b0252a6fd72df6dd21326c31fefcbec55a9b3fe4abcdb02b869990e7124771c6,Ryzen_9_7900X|RTX4090,Linux,24,30.987842559814453,True,False,3.12.4,GCC 14.1.1 20240522,CPython,2.3.1+cu121,cpu,12.755488991737366,127.55488991737366,2024-06-30
